timestamp,open,high,low,close,volume
2017-07-05,1.6300,1.6400,1.5900,1.6200,79675
2017-07-03,1.6400,1.6400,1.5800,1.6300,35822
2017-06-30,1.5500,1.6200,1.5400,1.6200,200737
2017-06-29,1.5500,1.5700,1.5300,1.5700,33331
2017-06-28,1.5700,1.5700,1.5300,1.5500,113620
2017-06-27,1.5700,1.5700,1.5300,1.5700,93438
2017-06-26,1.5800,1.5800,1.4900,1.5700,47912
2017-06-23,1.5500,1.5500,1.4800,1.5500,57932
2017-06-22,1.5100,1.5700,1.4900,1.5000,77893
2017-06-21,1.5000,1.5100,1.4900,1.4900,46568
2017-06-20,1.5000,1.5100,1.4900,1.4900,15231
2017-06-19,1.5000,1.5000,1.4700,1.5000,20556
2017-06-16,1.4600,1.5300,1.4500,1.4800,45467
2017-06-15,1.5500,1.5500,1.4600,1.4700,57724
2017-06-14,1.5400,1.5500,1.5300,1.5400,22753
2017-06-13,1.5500,1.5600,1.5400,1.5500,67512
2017-06-12,1.5500,1.5700,1.5300,1.5500,55252
2017-06-09,1.5300,1.5600,1.5300,1.5400,32413
2017-06-08,1.5800,1.6000,1.5300,1.5600,51516
2017-06-07,1.5500,1.5900,1.5300,1.5700,43992
2017-06-06,1.6000,1.6000,1.5500,1.5600,17554
2017-06-05,1.6000,1.6300,1.5600,1.5800,25118
2017-06-02,1.6000,1.6000,1.5500,1.5600,39871
2017-06-01,1.5300,1.5800,1.5200,1.5700,22836
2017-05-31,1.6000,1.6000,1.5300,1.5500,24814
2017-05-30,1.5200,1.5900,1.5200,1.5500,31966
2017-05-26,1.5800,1.5800,1.5500,1.5500,15272
2017-05-25,1.5600,1.6000,1.5500,1.5700,25304
2017-05-24,1.5600,1.5900,1.5600,1.5700,17657
2017-05-23,1.5900,1.6100,1.5700,1.5700,24029
2017-05-22,1.6100,1.6300,1.5800,1.6100,17835
2017-05-19,1.5900,1.6400,1.5600,1.6100,47668
2017-05-18,1.6000,1.6300,1.5800,1.6000,45102
2017-05-17,1.6300,1.6400,1.5900,1.5900,33503
2017-05-16,1.6200,1.6400,1.6000,1.6100,65753
2017-05-15,1.6200,1.6800,1.6200,1.6500,56514
2017-05-12,1.6800,1.6800,1.6400,1.6400,115726
2017-05-11,1.6800,1.7200,1.6600,1.6600,107481
2017-05-10,1.6800,1.7100,1.6500,1.6800,130254
2017-05-09,1.6400,1.6800,1.6100,1.6800,142580
2017-05-08,1.5900,1.6500,1.5800,1.6300,305200
2017-05-05,1.5600,1.6000,1.5200,1.6000,145580
2017-05-04,1.5700,1.6200,1.5500,1.5700,171732
2017-05-03,1.5400,1.6200,1.5400,1.6000,185120
2017-05-02,1.4400,1.5700,1.4200,1.5700,691864
2017-05-01,1.4500,1.4600,1.4200,1.4300,145919
2017-04-28,1.4400,1.4500,1.4200,1.4400,199733
2017-04-27,1.4600,1.4600,1.4200,1.4500,12813
2017-04-26,1.4200,1.4500,1.4200,1.4500,738002
2017-04-25,1.4500,1.4500,1.4200,1.4200,74907
2017-04-24,1.4200,1.4500,1.4200,1.4300,55177
2017-04-21,1.4000,1.4500,1.4000,1.4400,64666
2017-04-20,1.4400,1.4400,1.4200,1.4400,21878
2017-04-19,1.4100,1.4400,1.4100,1.4400,38806
2017-04-18,1.4200,1.4400,1.3900,1.4300,63870
2017-04-17,1.4400,1.4400,1.4300,1.4300,8752
2017-04-13,1.4400,1.4400,1.4000,1.4400,57599
2017-04-12,1.4400,1.4500,1.4200,1.4400,17440
2017-04-11,1.4200,1.4500,1.4200,1.4400,25144
2017-04-10,1.4500,1.4700,1.4200,1.4400,87355
2017-04-07,1.4600,1.4600,1.4200,1.4200,36501
2017-04-06,1.4600,1.4600,1.4200,1.4300,62980
2017-04-05,1.4500,1.4500,1.4200,1.4400,36032
2017-04-04,1.4500,1.4700,1.4500,1.4500,105451
2017-04-03,1.4300,1.4800,1.4300,1.4500,101928
2017-03-31,1.3600,1.5200,1.3300,1.4500,241549
2017-03-30,1.3500,1.3600,1.3100,1.3600,44485
2017-03-29,1.3100,1.3600,1.3100,1.3300,36114
2017-03-28,1.2500,1.3600,1.1800,1.3300,72153
2017-03-27,1.2500,1.3900,1.2500,1.3500,40821
2017-03-24,1.3300,1.3400,1.3000,1.3100,53500
2017-03-23,1.3200,1.3500,1.3000,1.3000,30900
2017-03-22,1.3000,1.3300,1.3000,1.3100,59600
2017-03-21,1.3200,1.3500,1.3000,1.3200,55500
2017-03-20,1.3300,1.3400,1.3000,1.3000,52500
2017-03-17,1.3400,1.3600,1.3300,1.3300,28200
2017-03-16,1.3500,1.3700,1.3400,1.3600,43900
2017-03-15,1.3600,1.3700,1.3200,1.3200,64800
2017-03-14,1.3400,1.3600,1.3000,1.3400,39800
2017-03-13,1.3700,1.3700,1.3300,1.3300,39600
2017-03-10,1.3400,1.4000,1.3000,1.3800,94100
2017-03-09,1.3100,1.3400,1.3000,1.3300,36400
2017-03-08,1.3200,1.3300,1.2800,1.3000,63600
2017-03-07,1.3000,1.3400,1.2700,1.3000,39000
2017-03-06,1.2800,1.3100,1.2800,1.3100,80400
2017-03-03,1.3200,1.3800,1.2600,1.2900,99800
2017-03-02,1.2500,1.3400,1.2500,1.3100,225400
2017-03-01,1.2600,1.2700,1.2500,1.2500,58400
2017-02-28,1.2700,1.2700,1.2500,1.2700,88000
2017-02-27,1.2700,1.3000,1.2500,1.2500,214800
2017-02-24,1.2900,1.2900,1.2500,1.2600,59800
2017-02-23,1.3100,1.3100,1.2600,1.2800,515000
2017-02-22,1.3600,1.3600,1.2900,1.2900,484200
2017-02-21,1.3600,1.3600,1.3400,1.3600,196400
2017-02-17,1.3400,1.3600,1.3300,1.3500,38500
2017-02-16,1.3600,1.3600,1.3400,1.3500,47200
2017-02-15,1.3500,1.3600,1.3400,1.3500,38300
2017-02-14,1.3600,1.3600,1.3500,1.3500,46500
2017-02-13,1.3800,1.3800,1.3500,1.3600,131200
2017-02-10,1.3700,1.3800,1.3400,1.3600,98400
2017-02-09,1.3700,1.3900,1.3400,1.3600,176100
2017-02-08,1.3800,1.4000,1.3500,1.3800,90900
2017-02-07,1.4100,1.4100,1.3700,1.3800,49600
2017-02-06,1.4200,1.4300,1.4000,1.4000,138000
2017-02-03,1.4200,1.4400,1.3900,1.4200,112400
2017-02-02,1.4500,1.4800,1.4100,1.4200,105700
2017-02-01,1.4800,1.4800,1.4500,1.4500,51600
